text_long,empath_emotion,empath_rating,inital_emotion,initial_rating_of_empath_result
I am very nervous about the current situation as I am missing my family and do not know when I will ,anger,0.0,Sadness,2
"At the moment I am very stressed and angry with the situation. I am a third year university student,",anger,0.0,Anxiety,6
I am Nervous as it hugely affects both mine and my wife’s industry as we work in hospitality. The Sp,sadness,1.0,Anxiety,1
I feel relaxed and comfortable that as a relatively healthy young man that this situation will pass ,anger,0.0,Relaxation,1
I don't know how to feel. I'm not sure I even believe it. Is it fake? Is something bigger happening?,anger,0.0,Anxiety,4
I feel scared that my family may become infected. I feel lonely and sad as I am unable to see my fam,sadness,2.0,Anxiety,9
"Primarily, I am extremely anxious about the whole situation. I am worried about the health of my fam",anger,0.0,Anxiety,8
I cry before I go to sleep more nights. I miss being able to just go out and see people. I thought I,anger,0.0,Sadness,1
"It makes me scared to leave my house. I miss my old life. I miss seeing my parents and in laws, but ",fear,1.0,Fear,9
My husband has been ill with it for 18 days and now how pneumonia. He has been self isolating in ano,anger,0.0,Anxiety,1
I feel sad for the number of people who have lost a loved one to the illness. I feel worried that wh,sadness,1.0,Sadness,8
"I am worried for my family. I try not to read the news anymore
There is a new case all time and I'm ",anger,0.0,Anxiety,3
I feel that there is a lot of unknowns which is contributing to people’s anxiety. I feel that the go,fear,1.0,Anxiety,6
"I have various feelings about this.
1. I am anxious on a personal level because myself and my wife b",sadness,3.0,Anxiety,9
"I'm afraid for what this means for the people I know, but I trust that with all the changes that are",fear,1.0,Fear,9
I am aware of the severity of the situation and I am worried for my family and friends who may contr,anger,0.0,Relaxation,2
I feel a little worried but understand it is only a temporary situation that everybody in the world ,sadness,1.0,Anxiety,5
feel like people do not realise the magnitude of what staying in can do to help slow down the rate o,relaxation,1.0,Relaxation,6
At this very moment I’m just tremendously worried about the lasting effects of coronavirus. The deat,anger,1.0,Anxiety,4
I feel grateful that I am not suffering and thankful to all the people who are helping out. But it’s,anger,1.0,Anxiety,6
I have realised the complexity of the situation we are in. I am in a high risk health group and was ,fear,2.0,Anxiety,3
"I don't like being in lockdown, I feel quite trapped and it is causing my anxiety and depression to ",sadness,3.0,Anxiety,4
"I feel anxious that I, or someone close to me will be seriously harmed due to coronavirus. I feel an",fear,3.0,Anxiety,8
I feel stressed about the additional work it's resulted in as a key worker but am working from home ,anger,0.0,Anxiety,3
At the beginning of the outbreak i don't think people were taking it as serious as it should have be,disgust,2.0,Desire,1
I am glad many people in the UK are volunteering to help those that are at higher risk of catching t,anger,0.0,Relaxation,7
It is a very scary time as you are not certain who is and isn't affected. I have parents who could b,anger,0.0,Fear,2
I feel anxious that people aren’t taking the virus seriously and potentially harming people - it see,fear,1.0,Anxiety,6
"I am worried about work and I miss normal life (childcare, seeing friends and family, school, routin",anger,0.0,Relaxation,1
I am very concerned about losing a loved one to Covid 19. My anxiety is lessening but I feel people ,fear,1.0,Anxiety,6
I have not been tested but have had cv for last 10 days and been very unwell. I am worried that my l,anger,0.0,Anxiety,3
"It is a worrying time for personal and professional reasons, but as a family we are trying to keep a",fear,3.0,Anxiety,5
"i feel sad and lonely and scared , today my husband was confirmed to have prostrate cancer and i wan",fear,1.0,Fear,9
"Honestly. I like the situation with the epidemic. I spend all day at home. I watch movies, I play ga",anger,0.0,Relaxation,2
I feel anxious but also optimistic about the current Coronavirus situation. I feel anxious as I am w,sadness,3.0,Relaxation,3
I am anxious for the world in general.  I am fearful for the health of my loved ones.  I am furious ,anger,2.0,Anxiety,6
"I feel very concerned about the outbreak, also hoping we can get a grip on the situation.  I suffer ",sadness,5.0,Anxiety,3
I am worried about my family/self getting ill as my husband is a key worker. I am bored and frustrat,fear,3.0,Anxiety,8
"I feel galvanised into action, to fill the shortfall created by government.

 I feel worried for oth",anger,0.0,Desire,7
Feeling anxious not knowing how long it will be before things go back to normal. Impatient and think,anger,0.0,Desire,7
I feel sad that many people around the world are getting ill and losing lives due to the coronavirus,sadness,1.0,Sadness,8
I am scared that my family will become infected. Members of my family are high risk and could easily,fear,1.0,Anxiety,9
I am worried about covid 19 and I fear for my family. I have done everything I can to make sure my f,fear,2.0,Anxiety,8
I feel as if I'm in a fortunate position of being able to maintain a relaxing lifestyle living with ,anger,0.0,Relaxation,1
"I feel quite low at times throughout the day, slightly anxious about the unknown and restricted and ",anger,0.0,Anxiety,3
I feel saddened at the number of deaths of NHS workers who have not been adequately supplied with PP,sadness,2.0,Sadness,7
I am anxious as I do not know what is going to happen. I am worried that my family members might get,sadness,2.0,Anxiety,1
I feel so much anxiety and stress and i fear for my children and elderly  parents as my dad has heat,sadness,3.0,Sadness,9
I think all happening around the coronavirus is very exaggerated. Information is normally given with,fear,1.0,Relaxation,1
I am feeling quite relaxed because I have a lot of time for myself and I spent a lot of today doing ,fear,1.0,Relaxation,6
I am resolved to do what it takes to keep my family safe during this time.  I am trying hard to keep,anger,0.0,Relaxation,1
Relaxed because I am indoors and working from home. Connecting with friends and family using various,anger,0.0,Relaxation,5
"With all the steps that have been taken to isolate us from each other, I am not worried about myself",anger,0.0,Happiness,2
Mostly just anxious. Not a lot of people seem to be taking it as seriously as they should be and a l,anger,0.0,Anxiety,6
"I feel that being locked in at home will take a toll on anybody's mental health, and that it has mad",anger,0.0,Sadness,2
"I would say I feel downtrodden, very low low energy, cautiously optimistic, as usual etc.   A few we",sadness,1.0,Anxiety,6
It's definitely worrying but there is a sense of calm and relaxation due to current day to day livin,fear,1.0,Relaxation,4
I feel quite sad for the state of the world and generally very anxious about my personal situation. ,fear,1.0,Sadness,7
"I’m worried about financial problems me and my partner now face, I.e him having to take a pay cut wh",fear,1.0,Anxiety,8
The most difficult thing is not knowing what's going to happen next. It makes the anxiety much worse,fear,1.0,Anxiety,7
I feel concerned for those who lose people to the virus and I am very worried about my Mother who ha,sadness,2.0,Anxiety,6
"My feelings are up and down.  I feel sad at times, fearful for myself and my family, loss of my prev",sadness,4.0,Fear,8
"I am very concerned about it all to be honest.  am scare for my at risk loved ones, who are more lik",fear,3.0,Anxiety,8
I am 7 months pregnant and I feel sad that I can’t share the experience with my family. It being my ,sadness,3.0,Sadness,8
"My main issue is due to the lockdown because I am not able to visit my family and friends, I am worr",disgust,1.0,Anxiety,3
I feel very anxious with everything that is going on at the moment as I am terrified a loved one wil,fear,2.0,Anxiety,9
I think this pandemic really shows people's true colours. How people and organizations react to cris,anger,0.0,Anxiety,2
I feel frustrated about the number of people who don't seem to be taking the matter seriously and ar,anger,0.0,Anxiety,4
I feel pretty fed up and resigned to staying in for weeks. I'm very sad for my children who can't se,sadness,1.0,Anxiety,2
I feel very annoyed and frustrated.  I am sad people are dying etc but im angry my plans are all can,sadness,3.0,Anger,4
"Currently, everything feels very uncertain and ambiguous. A lot of misinformation is being spread, w",sadness,2.0,Relaxation,8
I believe not everyone is pulling their wait in social distancing. If you look at how Germany and S ,anger,0.0,Anxiety,7
Very anxious about my situation and what will happen in the coming months. All the older people dyin,sadness,2.0,Anxiety,9
I feel anxious for my family who suffer from underlying health conditions but am not personally worr,anger,1.0,Anxiety,3
Incredibly sad that the world will never be the same again - and fearful for what will remain when w,sadness,2.0,Anxiety,8
The situation at the moment still seems slightly hopeless. I struggle to see a clear way out of it t,fear,1.0,Anxiety,6
Very worried not so much for myself but family members. Grandparents which are elderly. A father who,anger,0.0,Anxiety,6
I feel very afraid that me or my family could be victims of this illness and feel a full lockdown is,fear,1.0,Fear,9
I feel very nervous about the whole situation. I feel scared to leave my house at the moment due to ,fear,1.0,Anxiety,9
I feel lucky to be in good health but concerned about elderly relatives and friends and family with ,sadness,2.0,Relaxation,1
Worried about the health of my loved ones as I have a few family members who are elderly and also ha,anger,0.0,Anxiety,7
"For the most part, I've felt absolutely fine during this situation, of course, I miss seeing some of",anger,0.0,Relaxation,5
I feel that my govenment is doing a good job to try to bring the situation under control.  I feel an,relaxation,1.0,Anxiety,3
At this moment in time I feel very worried about how bad its going to get in the UK as we still have,anger,0.0,Anxiety,3
"I am stressed and afraid, worries about my family and friends.  I'm angry at the government who igno",disgust,1.0,Anxiety,2
The situation with coronavirus at the moment is rather worrying. The amount of cases and deaths is r,anger,0.0,Fear,2
I feel that the overwhelming majority of people are trying very hard to make this period of social d,fear,1.0,Sadness,7
I feel scared because the magnitude of the infection is unknown and the amount of people it could ef,sadness,2.0,Fear,6
I am fairly relaxed about the current pandemic situation as I am self-isolating and taking the neces,sadness,2.0,Relaxation,1
I'm feeling quite hopeful that things will improve in the UK - the number of deaths will go down and,anger,1.0,Anxiety,4
I feel like several countries are not taking the whole situation as seriously as they should. Govern,anger,0.0,Anger,8
"While it is weird the my life is 'on hold' I was too busy before, and am grateful for some time out.",anger,0.0,Relaxation,1
Feel worried and a lot of it is to do with fear of the unknown. I am still working so the isolation ,sadness,5.0,Sadness,6
I am not worried at all and I believe that even if I do catch it I will recover swiftly. I am also n,fear,2.0,Relaxation,1
The main emotions I feel right now are confusion and frustration. I have information overload with a,disgust,1.0,Relaxation,4
"I really miss everyone, I feel like I really didn’t appreciate simple things like taking train into ",anger,0.0,Desire,7
"I wish I knew how long this would last for and that everyone I care about will survive it, not just ",sadness,5.0,Sadness,8
"I am a bit worried but not overly so. I can still work, I'm not ill and I can get to the supermarket",anger,1.0,Relaxation,2
"I feel quite anxious because after some conversations with various people in my life, we have come t",anger,0.0,Anxiety,6
I am worried about the situation with Covid-19 as I have just glanced at the news five minutes ago. ,anger,0.0,Anxiety,2
I feel very sad at the minute with so many lifes being lost all around the world.People are dying on,sadness,2.0,Fear,9
Nothing changed in my life because I worked so often at home. So now I have something to do. in addi,anger,0.0,Relaxation,1
I am currently in day 8 of self isolation due to having a cough. I have spent all the time at home w,sadness,2.0,Relaxation,4
Terrified for my family and friends. Worried about the whole financial situation and how we will cop,fear,2.0,Fear,9
"I feel very anxious and worried about the future. I feel upset that I cannot see my family, other th",fear,2.0,Anxiety,4
"This situation is horrible for everyone, especially those with existing mental health issues in whic",disgust,1.0,Anxiety,7
I’m scared how long this will go on and how it will effect the economy. We were due to move in to a ,fear,1.0,Anxiety,7
I feel useless and. Unable to contribute in a meaningful way. The fear of the unknown is making me a,anger,2.0,Anxiety,3
I’m not too worried or concerned about the corona virus for myself personally. I do worry about it w,anger,0.0,Relaxation,1
"Just worried about the future. There's so much uncertainty about my health, my family's health and o",fear,1.0,Anxiety,5
"I'm terrified. I constantly worry about catching the virus and dying..
I'm not allowed out of the ho",sadness,2.0,Fear,9
Im still finding it surreal and feel a little overwhelmed with the various emotions that we're all e,fear,2.0,Relaxation,6
I feel that as long as people cooperate and behave properly the situation will improve and spreading,anger,0.0,Anxiety,2
I am very worried that the situation is getting worse and the general public are not taking it serio,sadness,1.0,Sadness,9
"It's very difficult to express emotion without guilt - I have a roof over my head, food, a reduced i",fear,2.0,Anxiety,8
I'm worried about elderly parents. I'm worried about my kids education. I feel exhausted and overwhe,anger,0.0,Anger,9
I feel okay at this moment and I am not particularly worried about the coronavirus situation. I'm di,anger,0.0,Happiness,1
Feeling unsure what the situation is and how it will last. The society is not working together makes,sadness,1.0,Anxiety,6
"Nervous and worried,for the future but also hoping for the best, the world might look a little diffe",anger,0.0,Anxiety,2
"Along with the rest of the population, the situation we are seeing progress every day is unprecedent",sadness,1.0,Anxiety,3
I feel that countries are trying to work together and watch how each other responds to the situation,sadness,2.0,Anxiety,6
I'm not too concerned about catching corona (I'm pretty sure I have already had it). I'm more concer,anger,0.0,Anxiety,3
"The government should apply stricter lockdown measures in the UK, but also people should adhere to t",anger,1.0,Anger,9
I am worried that i could gt it and annoyed at the people who are not caring and are still going out,fear,1.0,Anxiety,7
"It is a concerning time, though I am concerned more for the health and safety of others more than my",sadness,1.0,Sadness,5
I am quite anxious about how long this may last for and the possibility of my family getting unwell.,sadness,1.0,Relaxation,6
I feel slightly worried about the situation. There isn't enough support being provided by the govern,anger,1.0,Relaxation,6
I'm incredibly scared of the whole situation and of those who aren't taking it seriously. Im worried,disgust,2.0,Anxiety,7
"I feel quite anxious about my family and not wanting any of them to catch it.
I also feel uncertaint",fear,1.0,Anxiety,6
"It is an extremely sad, unprecedented, and worrying situation. However, people must adhere to precau",anger,0.0,Anxiety,6
I am very worried about the situation. I am currently working from home and have been for 3 weeks. I,anger,0.0,Anxiety,6
I am feeling very concerned for the direct impact this will have on my family if they were to contra,sadness,2.0,Fear,3
I feel helpless.  I feel that no one has the answer to this problem at the moment and am not sure wh,anger,0.0,Anxiety,1
I think its very saddening. I feel for all the families who have lost someone close to them. I think,sadness,1.0,Anxiety,8
"It is the unknown and that is the scariest part. The constant media coverage does not help anxiety, ",fear,1.0,Anxiety,6
"I am worried about people who still have to work, especially those in the healthcare sector. I am co",sadness,1.0,Anxiety,6
"I feel fairly anxious about the coronavirus at the moment, although mostly about how it will affect ",sadness,1.0,Anxiety,7
I feel extremely relaxed and I  touch with friends and family. I'm listening to great music and maki,anger,0.0,Relaxation,1
I feel really sad about the Corona situation at the moment because my mother has a terminal illness ,sadness,2.0,Sadness,8
"I'm a mixed jumble. My husband has CF, diabetes and has had a double-lung transplant. We're are shie",anger,0.0,Anxiety,6
I suffer with anxiety and feel that the current situation has made this 100% worse. It feels like it,sadness,3.0,Anxiety,8
I feel afraid because it's likely that my family or friends may be affected by this. I believe the g,fear,1.0,Anxiety,7
Extremely anxious about the short term and long term future. Very worried about health and friends a,sadness,1.0,Anxiety,9
I am very sad that the government have let us get in this situation by taking so long to act. The fi,sadness,2.0,Sadness,7
I'm finding the whole situation very anxiety-provoking and hard to deal with. I already suffer with ,sadness,1.0,Anxiety,7
I feel shocked at the high number of deaths especially those deaths of younger people without underl,sadness,3.0,Anxiety,9
I am very concerned about the health of my family and friends. Where I live is a popular tourist loc,fear,2.0,Fear,8
I feel some anxiety about the risk to myself and my family from the virus as I am a community nurse ,sadness,3.0,Anxiety,2
As someone who works for the NHS and lives alone in a town where I know very few people I'm scared. ,anger,0.0,Fear,2
I am still concerned about delivery slot availability for grocery delivery. I am on the very high ri,anger,0.0,Anxiety,2
"As a student, my main concern right now is how I feel I might not be able to keep up with online cla",sadness,2.0,Relaxation,5
I'm angry at the Chinese for being so incompetent and barbaric that they opened Pandora's Box on the,anger,0.0,Anxiety,2
"Apprehensive about the future in every way, eg. Work, economy, 
Cost of living and wellbeing. Fear a",anger,0.0,Fear,6
"I feel really anxious about the situation; I'm worried for my parents and their health, as well as p",fear,2.0,Anxiety,6
i feel good. My family is fine too. We read a lot of books. we play computer games. we watch a lot o,anger,0.0,Relaxation,1
"I feel anxious and out of control of the situation 
I feel angry that people aren’t listening to the",fear,1.0,Anxiety,7
The current situation is scary for me personally as I have family in vulnerable categories who could,relaxation,1.0,Relaxation,6
"I am terrified of this virus. My mother ended up in hospital and was tested twice, while they were n",fear,4.0,Fear,1
It is very worrying both for health reasons and for the long term economic impact. I feel the govern,fear,1.0,Anxiety,8
I’m feeling cautious but as I’m self isolating so feel that I’m doing all I can to prevent contracti,sadness,2.0,Relaxation,1
"At this moment, I feel very anxious about how the situation is going to pan out. It also makes me sa",sadness,1.0,Anxiety,3
I feel uncertain. There is the potential for things to be much worse if people don't follow guidelin,sadness,2.0,Anxiety,6
At the moment I feel worried that myself or family may have the virus but not know.  One person my p,anger,0.0,Anxiety,1
Feeling a bit lost at the fact we don't know how long the lock down will last. Anger at the people i,anger,0.0,Sadness,6
I am one of the people who got a letter saying to stay in for 12 weeks so for me I am not anxious ab,fear,5.0,Desire,3
"i think personally i feel worried about my family catching the virus, my parents are over 70 and hav",sadness,2.0,Fear,2
"I feel that we in the UK have not hit a crisis situation yet, despite the number of cases and deaths",sadness,2.0,Relaxation,2
I feel angry and disgusted at inadequacies in how various governments in the world have reacted to t,disgust,1.0,Anger,5
"I go back and forth with my emotions. Sometimes I feel frustrated, upset, bored and gutted about peo",anger,0.0,Anxiety,6
I am so worried about my family members as i just had my baby and he is only 2 weeks old so i am so ,fear,1.0,Anxiety,9
I feel a lot of anxiety about the virus because you just don't know what's going to happen. I miss m,fear,2.0,Anxiety,8
I am very worried about the future.I have 3 part timejobs but i'm not getting paid or furloughed fro,anger,0.0,Anxiety,4
"sadness that we havn't seen family for over a month,anxious about having no work and uncertain if we",anger,1.0,Sadness,4
A bit bored. Fed up. Anxious about who it will affect and how. I'm just waiting for it all to he ove,anger,0.0,Anxiety,6
"Background: depression, anxiety & PTSD; medicated venlafaxine 150mg.
Currently feeling abandoned by ",sadness,5.0,Anxiety,5
i feel scared and worried about the current situation as a lot of people in my city have corona viru,fear,1.0,Anxiety,7
"Anxious of what lies ahead, when this will be over and if we will suffer more cancellations and dela",fear,1.0,Sadness,7
"I feel mainly anxiety for myself and fear for my family - I am a front line health care worker, and ",fear,3.0,Anxiety,4
I feel very scared of how everything has turned out with the world regarding corona virus (covid-19),fear,2.0,Sadness,9
"I have just read about the UK deaths for today, so I'm feeling quite sad. At the same time I'm feeli",sadness,5.0,Fear,7
"Currently, I feel anxious that the situation in the UK will not improve due to people flouting the l",anger,1.0,Anxiety,5
I am sad for all the people that have died and their families and I'm worried for myself and my fami,sadness,1.0,Sadness,8
"i am worried about my family, and not being able to see them as much as i would like. 
apart from co",anger,0.0,Anxiety,7
I have become somewhat numb and generally have gotten used to the sad state of the Corona situation ,sadness,4.0,Anxiety,5
"I am worried about family members with prior health conditions catching the virus.
I am also anxious",sadness,2.0,Anxiety,4
I'm constantly anxious that I may have the virus and pass it on to others. I have existing health co,anger,0.0,Anxiety,2
"At the moment, I feel very worried that people are not taking it seriously enough, which subsequentl",disgust,1.0,Anxiety,2
"I feel upset by it as it means i have to wait longer in order to see my elderly relatives, this is a",disgust,1.0,Sadness,1
The situation is concerning but I feel that it is following the trend and pattern expected following,sadness,1.0,Relaxation,2
"I'm concerned about the effect it could have on my family and friends, apprehensive about the potent",fear,1.0,Anxiety,4
"I have anxiety about the future. I wonder what life will be like when this is over, will I lose my j",fear,3.0,Anxiety,6
"Worried about family and friends, especially parents , when hearing about the many deaths in Italy a",sadness,2.0,Relaxation,3
I currently have very mixed emotions regarding the coronavirus. I am sad that I am unable to see my ,sadness,1.0,Sadness,8
Though I am worried about the next few weeks in which I believe the virus will begin to peak in the ,anger,0.0,Relaxation,2
"I'm feeling quite apathetic about coronavirus. I am tired of it being the only thing on the news, an",fear,3.0,Relaxation,2
"I fee angry that we have been in this situation, possibly by unsafe practices that appear to be cont",sadness,1.0,Anxiety,6
I feel quite sad about all the situation with coronavirus. I a bit disappointed with government's de,sadness,1.0,Sadness,7
I'm incredibly concerned for the health of my close family. My parents are both in the most vulnerab,fear,1.0,Anxiety,8
"Worried about older relatives, but really enjoying the en-mass complete break from normal life for e",anger,0.0,Relaxation,4
"I feel reasonably relaxed right now as it is a sunny afternoon,though I do think about how others ar",anger,0.0,Anxiety,6
"I miss my friends and family and being able to go out whenever, wherever, with whomever I want. I am",sadness,1.0,Sadness,9
"A bit anxious about how long it is taking to get things under control, especially considering Europe",anger,0.0,Anxiety,4
I am worried about how people are going to cope with the long period of isolation. This may have neg,sadness,1.0,Relaxation,2
"I don’t feel worried about catching it myself, I’m young and don’t really care about myself. But I w",sadness,2.0,Anxiety,8
"I feel very happy as I'm isolated with my family, and spending lots of quality time with my husband ",anger,0.0,Happiness,3
"It is certainly a national emergency, and I am quite worried about it. Luckily for me, there aren't ",sadness,2.0,Sadness,7
I feel that I am doing all I can to protect myself and my partner by following the rules but the fac,anger,2.0,Anxiety,3
"The situation is being handled as best as could be I feel, with the circumstances of leaving the EU,",fear,3.0,Fear,6
I am feeling frustrated and disgusted at those who aren't still taking social distancing measures se,disgust,1.0,Anxiety,6
I am anxious about the potential that myself and family will contract COVID.  Generally I am more an,sadness,2.0,Anxiety,5
I'm worried that I may get it badly and wor't be able to breath. I also worry about my family. We ar,anger,0.0,Anxiety,2
I am trying to take one day at a time and not think how long the situation will be like this. Otherw,fear,1.0,Anxiety,5
"The constant news cycle, featuring little confirmed information, is exhausting and frustrating. It f",fear,1.0,Relaxation,6
I feel sad as my brain can't quite comprehend the impact all the daily deaths are having on people's,sadness,2.0,Sadness,7
I do feel for all the people who are sick and as I have asthma I am worried. I wish the government w,anger,0.0,Relaxation,1
This seems to be blown out of proportions and the fear is used to introduce new laws etc. I do not t,fear,6.0,Relaxation,1
"Currently, I feel hopeless about the Corona situation. I had previously been staying positive but th",fear,4.0,Anxiety,7
"I am strangely enjoying the freedom that lock down brings, I look out the window, see birds (and now",sadness,1.0,Happiness,2
I am accepting that the coronavirus situation is what it is. I am more relaxed knowing my loved ones,anger,0.0,Relaxation,2
At this moment my main anxiety or worry over the coronavirus is about the economy.  I am concerned w,fear,1.0,Relaxation,3
"Disgust and annoyance more people don’t listen to guidelines for greater good of society as a whole
",anger,1.0,Disgust,3
I think people are incredibly selfish. I am a Police Officer and have to go to work. People need to ,sadness,1.0,Anxiety,4
I have a sick father. He is 65 years old. It is very difficult for us to experience. He may die. Doc,fear,2.0,Fear,9
"Awful situation, I feel annoyed with the Chinese government who suppressed a Doctor in Wuhan who was",anger,1.0,Anxiety,1
I feel very anxious. I don't feel that I want to do much at this very moment. I don't feel right wha,sadness,2.0,Anxiety,3
I feel extremely worried about loved ones contracting the virus. I’m not so much worried about mysel,anger,0.0,Anxiety,4
I feel like there’s a lot of uncertainty which is really troubling. I’m also concerned as I’ve been ,anger,1.0,Anxiety,7
I'm not personally very worried about corona affecting me directly from a health stand point due to ,sadness,3.0,Anger,1
Too much talking and panicking about it in the media. There is no other news. keep repeating numbers,anger,1.0,Relaxation,4
"I feel worries and fearful for the heath of myself, family and friends but am enjoying time at home.",fear,2.0,Fear,7
"I feel quite safe at home, and am actually less stressed now that I just have to stay at home focusi",anger,0.0,Anxiety,1
I feel anxious as I’m not sure why each day will hold everyday it gets worse progressively and I’m n,anger,0.0,Anxiety,3
I feel hopeful. There is still a long way to go but I am less anxious than I was. I am also feeling ,fear,3.0,Relaxation,6
I feel very anxious almost every day when I discuss it with my friends or read the news. I feel quit,sadness,2.0,Anxiety,8
I am worried that a large part of society is not respecting the lockdown and that makes me afraid mo,fear,3.0,Anxiety,5
"The coronavirus is confusing. The news changes all the time about what's happening re: jobs, school ",fear,2.0,Anxiety,2
I understand the need to self isolate to protect ourselves and others but I feel sad that I can't se,fear,3.0,Anxiety,8
"I go through stages of feeling anxious, usually after I have read/watched the news. I am away from m",sadness,6.0,Anxiety,5
My anxiety is at an ultimate high especially living with an elderly mother. Sometimes not knowing th,fear,2.0,Anxiety,8
I feel Very confused and stressed. I don’t know what’s going to happen about my mortgage or my rent ,sadness,1.0,Anxiety,4
"very sad and fear for the future. People need to say at home to avoid catching this further. 
People",fear,3.0,Sadness,2
"I am generally very worried, but am managing to not focus too much on it and am managing not to cata",relaxation,1.0,Relaxation,8
I am very worried about the economy and I am angry that this has affected the money I earn. I am als,fear,1.0,Sadness,7
The COVID-19 pandemic is currently making me feel extremely anxious and nervous about leaving the ho,sadness,3.0,Anxiety,6
Anxious due to not being able to go outside freely and travel to see friends and family. Also anxiou,fear,2.0,Anxiety,2
"We live rurally so contamination isn't as big an issue as others. However, I am anxious when visitin",sadness,1.0,Anxiety,4
"I've tried to avoid the news due to having no interested in watching the death toll increase, but ke",sadness,2.0,Anxiety,5
"I feel worried I have a 2 and a half year old son and also gave birth 2 weeks ago, no one has been a",fear,2.0,Anxiety,9
"I am pissed off that China allowed this to spread, and even more so at the UK's ineptitude. If every",anger,0.0,Anger,9
Generally I am very scared about catching the virus and becoming seriously ill and requiring hospita,fear,1.0,Anxiety,7
"I think the news ect, has escalated it more than needs to be, causing fear for a lot of people. I ha",sadness,5.0,Anxiety,7
I feel quite philosophical about it. We have a member of our family who is very vulnerable health-wi,anger,0.0,Relaxation,4
I feel anger and disgust at seeing people still going out to see their friends and partners while I ,sadness,3.0,Anxiety,8
It’s a worrying time and brings out much anxiety. You realise how much you take for granted being ab,anger,0.0,Anxiety,2
I am not worried about the effect of coronavirus on those that I love or myself. I am sad for all th,sadness,2.0,Sadness,8
I am concerned how long it will be when life gets back to normal and can get back to work. I am also,anger,1.0,Anxiety,4
"Anxious as the future is unknown, fearful of the amount of deaths. Continuing to remain hopeful abou",fear,2.0,Anxiety,3
I feel very anxious about the global coronavirus situation both from a population level and on an in,sadness,4.0,Sadness,9
"i feel good. My family is fine too. We read a lot of books, play computer games. we watch a lot of f",anger,0.0,Relaxation,1
"I'm concerned about my family, one of whom is a key worker, the other is a vulnerable person.  I hav",sadness,2.0,Relaxation,3
I am worried about my family members which are older. My dad is nearly 70 with no underlying health ,sadness,3.0,Sadness,9
Frustrated but extremely consoled everyone is in the same position. Worried for those vulnerable and,anger,0.0,Anxiety,6
"I’m still very worried about covid-19 at this moment in time, mainly for other members of my family.",anger,1.0,Anxiety,6
"I feel extremely worried about my family, friends and myself it has caused my anxiety to massively s",sadness,3.0,Anxiety,8
"I’m not scared of the virus itself, I just have some anxiety over what our normal will be once this ",fear,2.0,Anxiety,4
I am very anxious about how Coronavirus is going to leave our country. I am worried as i have some v,anger,1.0,Fear,1
"scared shitless, on two levels, personally im scared of getting it as Im diabetic and asthmatic yet ",fear,2.0,Fear,9
"I feel very anxious about what is going on around us, I can't even turn on the TV due to anxiety. Be",fear,2.0,Anxiety,6
I am worried about the country and the vunerable people who could catch the virus.  Trying to imagin,anger,1.0,Sadness,3
"I’m feeling very anxious and scared that either I, my husband or daughter may become ill due to Coro",fear,5.0,Fear,8
I feel very anxious and scared about the whole corona situation at the moment. I am currently pregna,fear,1.0,Anxiety,9
I am very bored of being in my home a lot more than usual. I am not  able to socialise with people o,fear,1.0,Anxiety,4
"I am not scared of the virus, I know that if I got the virus thew most likely outcome would be that ",anger,2.0,Relaxation,1
"I feel ok with the situation, so far as things affecting me personally. I'm thankful that I no longe",sadness,2.0,Relaxation,3
"I feel anxious about the situation sometimes - numbers are still rising, university is still closed,",fear,1.0,Relaxation,1
"At the moment I am quite anxious about the whole situation, it’s hard to understand what’s going on ",fear,2.0,Anxiety,7
"I am scared, anxious, worried and very angry at people not taking it seriously.
I am stuck indoors a",anger,0.0,Anxiety,8
I feel depressed and frustrated a lot. I am unhappy with the situation. I am not able to go out and ,sadness,2.0,Anger,8
I feel very anxious about the current situation with the corona virus. I miss seeing my friends and ,sadness,2.0,Anxiety,7
currently i am remaining very calm and attempting to reduce anxiety for myself and those i live with,fear,2.0,Relaxation,2
"I'm nervous, anxious and sad about the current situation. I'm living alone and finding it difficult ",sadness,2.0,Sadness,8
"It's very sad not being able to see your friends due to the lockdown. Also, a massive concern to me ",sadness,4.0,Anxiety,7
"Need certainty of sight of the end of social distancing and restrictions on freedom of movement.

Wa",fear,1.0,Relaxation,3
At the moment I am still worried about my family getting it. I am not so much worried getting food b,fear,3.0,Anxiety,6
"I feel calm and united with other people, because it seems like the situation has been taken into co",relaxation,2.0,Desire,6
"I feel stressed, anxious and sad all at the same time about the situation in the world at the moment",sadness,2.0,Anxiety,6
I am very anxious about the virus. I am worried about contracting it or passing it to someone else w,sadness,1.0,Anxiety,7
"Very unfornuate to those who have been affected, I am fortunately not affected and neither is my fam",anger,0.0,Happiness,1
I feel anxious that I may get it and sad for those who have died. I feel stressed every time I need ,sadness,3.0,Anxiety,3
"I fear for me, my family and my elderly relatives that if one of us were to catch it, then there is ",anger,1.0,Anxiety,3
"Very worried for myself and my family, some of my family have health issue and i am concerned for th",anger,0.0,Anxiety,6
"The entire Covid-19 situation hasn't really affected me much, personally. I'm used to having to stay",relaxation,1.0,Desire,7
I am anxious but becoming a little bit indifferent. I am more worried about impact on economy and my,anger,0.0,Anxiety,6
I am currently enforcing the social distancing advice. Going out once per day to exercise. I am not ,fear,1.0,Relaxation,1
I feel very anxious about what is going on and I miss seeing my family. I am worried that friends an,anger,0.0,Anxiety,4
